[2025-09-11 22:46:55] CREACION: Nuevo árbol binario creado
[2025-09-11 22:46:55] INICIO: INICIADO...
[2025-09-11 22:46:58] ERROR: Entrada inválida en menú principal
[2025-09-11 22:47:01] ERROR: Opción de menú inválida: -9
[2025-09-11 22:47:07] ERROR: Opción de menú inválida: 10
[2025-09-11 22:47:10] ERROR: Intento de búsqueda en árbol vacío
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [311] Roberto Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [312] Patricia Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [313] Miguel Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [314] Rosa Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [315] Fernando Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [316] Isabel Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [317] Antonio Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [318] Mónica Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [319] Javier Muñoz
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [320] Ana Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [321] Carlos Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [322] María Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [323] Juan Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [324] Laura Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [325] Pedro Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [326] Sofía Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [327] Diego Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [328] Carmen Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [329] Luis Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [330] Elena Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [331] Roberto Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [332] Patricia Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [333] Miguel Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [334] Rosa Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [335] Fernando Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [336] Isabel Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [337] Antonio Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [338] Mónica Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [339] Javier Álvarez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [340] Ana Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [341] Carlos Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [342] María Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [343] Juan Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [344] Laura Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [345] Pedro Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [346] Sofía Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [347] Diego Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [348] Carmen Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [349] Luis Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [350] Elena Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [351] Roberto Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [352] Patricia Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [353] Miguel Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [354] Rosa Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [355] Fernando Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [356] Isabel Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [357] Antonio Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [358] Mónica Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [359] Javier Romero
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [360] Ana Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [361] Carlos Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [362] María Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [363] Juan Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [364] Laura Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [365] Pedro Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [366] Sofía Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [367] Diego Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [368] Carmen Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [369] Luis Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [370] Elena Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [371] Roberto Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [372] Patricia Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [373] Miguel Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [374] Rosa Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [375] Fernando Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [376] Isabel Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [377] Antonio Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [378] Mónica Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [379] Javier Navarro
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [380] Ana Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [381] Carlos Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [382] María Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [383] Juan Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [384] Laura Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [385] Pedro Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [386] Sofía Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [387] Diego Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [388] Carmen Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [389] Luis Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [390] Elena Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [391] Roberto Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [392] Patricia Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [393] Miguel Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [394] Rosa Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [395] Fernando Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [396] Isabel Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [397] Antonio Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [398] Mónica Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [399] Javier Torres
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [400] Ana García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [401] Carlos García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [402] María García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [403] Juan García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [404] Laura García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [405] Pedro García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [406] Sofía García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [407] Diego García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [408] Carmen García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [409] Luis García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [410] Elena García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [411] Roberto García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [412] Patricia García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [413] Miguel García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [414] Rosa García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [415] Fernando García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [416] Isabel García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [417] Antonio García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [418] Mónica García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [419] Javier García
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [420] Ana López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [421] Carlos López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [422] María López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [423] Juan López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [424] Laura López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [425] Pedro López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [426] Sofía López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [427] Diego López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [428] Carmen López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [429] Luis López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [430] Elena López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [431] Roberto López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [432] Patricia López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [433] Miguel López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [434] Rosa López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [435] Fernando López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [436] Isabel López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [437] Antonio López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [438] Mónica López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [439] Javier López
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [440] Ana Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [441] Carlos Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [442] María Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [443] Juan Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [444] Laura Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [445] Pedro Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [446] Sofía Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [447] Diego Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [448] Carmen Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [449] Luis Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [450] Elena Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [451] Roberto Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [452] Patricia Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [453] Miguel Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [454] Rosa Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [455] Fernando Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [456] Isabel Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [457] Antonio Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [458] Mónica Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [459] Javier Rodríguez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [460] Ana Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [461] Carlos Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [462] María Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [463] Juan Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [464] Laura Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [465] Pedro Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [466] Sofía Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [467] Diego Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [468] Carmen Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [469] Luis Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [470] Elena Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [471] Roberto Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [472] Patricia Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [473] Miguel Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [474] Rosa Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [475] Fernando Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [476] Isabel Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [477] Antonio Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [478] Mónica Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [479] Javier Martínez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [480] Ana Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [481] Carlos Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [482] María Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [483] Juan Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [484] Laura Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [485] Pedro Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [486] Sofía Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [487] Diego Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [488] Carmen Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [489] Luis Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [490] Elena Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [491] Roberto Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [492] Patricia Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [493] Miguel Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [494] Rosa Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [495] Fernando Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [496] Isabel Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [497] Antonio Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [498] Mónica Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [499] Javier Pérez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [500] Ana Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [501] Carlos Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [502] María Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [503] Juan Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [504] Laura Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [505] Pedro Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [506] Sofía Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [507] Diego Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [508] Carmen Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [509] Luis Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [510] Elena Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [511] Roberto Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [512] Patricia Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [513] Miguel Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [514] Rosa Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [515] Fernando Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [516] Isabel Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [517] Antonio Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [518] Mónica Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [519] Javier Sánchez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [520] Ana Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [521] Carlos Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [522] María Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [523] Juan Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [524] Laura Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [525] Pedro Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [526] Sofía Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [527] Diego Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [528] Carmen Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [529] Luis Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [530] Elena Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [531] Roberto Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [532] Patricia Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [533] Miguel Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [534] Rosa Ramírez
[2025-09-11 22:47:22] INSERCION: Empleado insertado en árbol: [535] Fernando Ramírez
